"","country","year","co2.emissions.per.cap","electric.consumption","total.energy.use","fertility","gdp","internet.users","life.exp","military.exp.perc.gdp","population","hiv.rate"
"571","Togo",2000,0.3,97.13,386.48,5.54,270,18.64,54.71,NA,5363751,NA
"572","Togo",2001,0.26,95.17,363.48,NA,250,27.14,NA,NA,5527167,NA
"573","Togo",2002,0.26,84.81,394.12,5.37,240,35.19,54.18,NA,5683530,NA
"574","Togo",2003,0.38,93.56,445.36,NA,270,35.99,NA,1.64,5835700,3.21
"575","Togo",2004,NA,87,448.87,NA,310,36.9,NA,1.54,5988380,NA
"576","Togo",2005,NA,NA,NA,5.03,350,48.82,55.1,1.58,6145004,3.24
"577","Seychelles",2000,6.95,NA,NA,2.08,7440,73.95,72.34,1.68,81131,NA
"578","Seychelles",2001,7.89,NA,NA,1.98,7380,110.83,NA,1.79,81202,NA
"579","Seychelles",2002,6.48,NA,NA,2.01,6840,140.22,72.95,1.68,83700,NA
"580","Seychelles",2003,6.59,NA,NA,2.1,7480,144.93,NA,1.73,82800,NA
"581","Seychelles",2004,NA,NA,NA,NA,8130,239.11,NA,2.28,83642.92,NA
"582","Seychelles",2005,NA,NA,NA,NA,8390,248.54,NA,1.74,84494.42,NA
"583","Sudan",2000,0.17,63.03,419.27,4.63,310,0.91,55.94,4.75,32900000,NA
"584","Sudan",2001,0.19,64.55,433.89,NA,340,4.47,NA,2.9,33600000,NA
"585","Sudan",2002,0.24,71.58,459.79,4.45,380,8.77,56.32,3.24,34200000,NA
"586","Sudan",2003,0.26,81.25,475.87,NA,440,26.88,NA,2.24,34900000,1.58
"587","Sudan",2004,NA,92.22,496.52,NA,520,32.09,NA,NA,35500000,NA
"588","Sudan",2005,NA,NA,NA,4.15,650,77.28,56.66,NA,36200000,1.59
"589","Micronesia, Fed. Sts.",2000,NA,NA,NA,4.42,2170,37.35,67.32,NA,107092,NA
"590","Micronesia, Fed. Sts.",2001,NA,NA,NA,NA,2080,46.55,NA,NA,107403,NA
"591","Micronesia, Fed. Sts.",2002,NA,NA,NA,4.35,2130,55.55,67.51,NA,108012,NA
"592","Micronesia, Fed. Sts.",2003,NA,NA,NA,NA,2270,91.89,NA,NA,108826,NA
"593","Micronesia, Fed. Sts.",2004,NA,NA,NA,NA,2300,109.4,NA,NA,109691,NA
"594","Micronesia, Fed. Sts.",2005,NA,NA,NA,3.65,2390,126.71,68.07,NA,110487,NA
"595","Malta",2000,5.39,4312.82,2012.82,1.72,9590,130.77,78.2,0.65,390000,NA
"596","Malta",2001,5.24,4292.62,1877.86,1.72,9890,178.12,78.44,0.7,393000,NA
"597","Malta",2002,5.32,4500.57,1977.52,1.46,10000,203.08,78.39,0.69,395950,NA
"598","Malta",2003,6.18,4872.05,2237.83,1.46,10660,240.9,78.65,0.7,398600,0.13
"599","Malta",2004,NA,4796.91,2262.65,1.37,12100,278.18,NA,0.76,401300,NA
"600","Malta",2005,NA,NA,NA,1.37,13610,315.36,79.5,0.73,403500,0.13
"601","Cambodia",2000,0.04,NA,NA,4.28,280,0.47,55.59,3.23,12700000,NA
"602","Cambodia",2001,0.04,NA,NA,NA,300,0.77,NA,2.68,1.3e+07,NA
"603","Cambodia",2002,0.04,NA,NA,4.14,300,2.26,55.78,2.43,13300000,NA
"604","Cambodia",2003,0.04,NA,NA,NA,330,2.59,NA,2.25,13500000,1.98
"605","Cambodia",2004,NA,NA,NA,NA,380,2.97,NA,2,13800000,NA
"606","Cambodia",2005,NA,NA,NA,3.89,430,NA,57.03,1.78,14100000,1.64
"607","Trinidad and Tobago",2000,19.69,3938.66,7671.83,1.63,5230,77.84,70.33,NA,1284700,NA
"608","Trinidad and Tobago",2001,20.02,4046.66,7896.26,NA,5970,93.1,NA,NA,1288965,NA
"609","Trinidad and Tobago",2002,21.46,4033.55,8326.93,1.61,6680,106.72,69.88,NA,1293154,NA
"610","Trinidad and Tobago",2003,22.08,4721.44,8553.31,NA,7750,117.94,NA,NA,1297275,2.57
"611","Trinidad and Tobago",2004,NA,4658.39,8675.12,NA,9010,122.95,NA,NA,1301307,NA
"612","Trinidad and Tobago",2005,NA,NA,NA,1.61,10870,NA,69.97,NA,1305236,2.64
"613","Zambia",2000,0.17,581.47,586.15,5.9,290,1.87,37.9,0.58,10700000,NA
"614","Zambia",2001,0.18,606.43,592.58,NA,300,2.29,NA,NA,10900000,NA
"615","Zambia",2002,0.18,636.65,596.39,5.65,310,4.72,37.41,NA,11100000,15.6
"616","Zambia",2003,0.19,662.38,600.56,NA,350,9.74,NA,NA,11300000,16.93
"617","Zambia",2004,NA,691.97,604.85,NA,400,20.12,NA,NA,11500000,NA
"618","Zambia",2005,NA,NA,NA,5.4,500,NA,38.41,NA,11700000,16.96
"619","Belgium",2000,9.97,8247.07,5743.76,1.66,25400,292.63,77.62,1.38,10300000,NA
"620","Belgium",2001,9.25,8266.84,5698.55,1.64,23900,311.07,77.92,1.31,10300000,NA
"621","Belgium",2002,8.86,8311.72,5473.82,1.62,23400,329.04,78.03,1.25,10300000,NA
"622","Belgium",2003,9.91,8411.94,5704.95,1.64,26300,385.5,78.73,1.25,10400000,0.22
"623","Belgium",2004,NA,8576.24,5536.26,1.68,31600,403.03,62.98,1.24,10400000,NA
"624","Belgium",2005,NA,NA,NA,1.72,36100,458.07,79.48,1.24,10500000,0.27
"625","Dominican Republic",2000,2.3,715.69,892.39,NA,2050,37.41,NA,0.88,8743983,NA
"626","Dominican Republic",2001,2.27,764.15,878.55,NA,2180,44.7,NA,1.02,8889627,NA
"627","Dominican Republic",2002,2.38,858.57,903.95,2.95,2260,55.34,70.94,1.1,9034837,1
"628","Dominican Republic",2003,2.32,997.63,868.32,NA,1970,70.81,NA,0.71,9179758,1.17
"629","Dominican Republic",2004,NA,1007.01,821.05,NA,1920,85.79,NA,0.53,9324633,NA
"630","Dominican Republic",2005,NA,NA,NA,NA,2300,158.4,NA,0.6,9469601,1.11
"631","Iran, Islamic Rep.",2000,4.6,1593.32,1863.63,2.29,1680,9.82,69.5,5.36,63700000,NA
"632","Iran, Islamic Rep.",2001,4.64,1683.47,1926.08,NA,1720,15.57,NA,5.7,64500000,NA
"633","Iran, Islamic Rep.",2002,5.64,1782.29,1988.24,2.12,1740,48.34,70.25,3.82,65500000,NA
"634","Iran, Islamic Rep.",2003,5.74,1916.09,2088.61,NA,1970,72.3,NA,4.35,66400000,0.09
"635","Iran, Islamic Rep.",2004,NA,2035.98,2166.45,NA,2240,81.71,NA,4.53,67300000,NA
"636","Iran, Islamic Rep.",2005,NA,NA,NA,2.07,2600,102.56,71.13,4.46,68300000,0.15
"637","St. Vincent and the Grenadines",2000,1.33,NA,NA,2.14,2730,30.19,72.92,NA,115949,NA
"638","St. Vincent and the Grenadines",2001,1.51,NA,NA,NA,2750,47.19,NA,NA,116555,NA
"639","St. Vincent and the Grenadines",2002,1.56,NA,NA,2.1,2820,51.21,72.93,NA,117174,NA
"640","St. Vincent and the Grenadines",2003,1.65,NA,NA,2.1,2970,59.42,NA,NA,117800,NA
"641","St. Vincent and the Grenadines",2004,NA,NA,NA,2.12,3460,67.55,72.53,NA,118428,NA
"642","St. Vincent and the Grenadines",2005,NA,NA,NA,NA,3530,84,72.33,NA,119051,NA
"643","Portugal",2000,5.84,4013.96,2473.16,1.52,11600,164.31,76.52,1.96,10200000,NA
"644","Portugal",2001,5.66,4147.6,2470.82,1.42,11300,180.75,76.82,2.01,10300000,NA
"645","Portugal",2002,6.01,4292.3,2551.71,1.42,11200,218.67,77.07,2.04,10400000,NA
"646","Portugal",2003,5.51,4383.18,2468.91,1.44,12600,256.1,77.27,2.03,10400000,0.4
"647","Portugal",2004,NA,4525.72,2528,1.42,15200,281,NA,2.14,10500000,NA
"648","Portugal",2005,NA,NA,NA,1.4,17200,278.59,78.07,2.15,10500000,0.4
"649","Tanzania",2000,0.08,58.5,397.36,NA,270,1.18,46.83,1.33,33800000,NA
"650","Tanzania",2001,0.09,60.64,421.41,NA,280,1.73,NA,1.43,34700000,NA
"651","Tanzania",2002,0.1,63.09,445.77,NA,280,2.25,45.98,1.46,35600000,NA
"652","Tanzania",2003,0.1,55.57,469.54,5.7,300,6.84,NA,1.29,36600000,6.57
"653","Tanzania",2004,NA,53.67,499.87,NA,320,8.88,NA,1.08,37500000,7
"654","Tanzania",2005,NA,NA,NA,5.2,340,NA,46.3,1.03,38500000,6.46
"655","Mali",2000,0.05,NA,NA,7.04,220,1.29,47.57,2.4,11600000,NA
"656","Mali",2001,0.05,NA,NA,NA,220,1.67,NA,2.27,1.2e+07,1.8
"657","Mali",2002,0.04,NA,NA,6.92,220,2.02,47.71,1.92,12400000,NA
"658","Mali",2003,0.04,NA,NA,NA,270,2.75,NA,1.87,12700000,1.77
"659","Mali",2004,NA,NA,NA,NA,330,3.81,NA,1.92,13100000,NA
"660","Mali",2005,NA,NA,NA,6.72,380,4.44,48.62,1.86,13500000,1.73
"661","Ecuador",2000,1.73,654.26,679.04,2.93,1340,14.63,73.43,1.67,12300000,NA
"662","Ecuador",2001,1.92,669.09,702.17,NA,1380,26.67,NA,1.81,12500000,NA
"663","Ecuador",2002,1.94,661.58,739.26,2.82,1560,42.46,74.18,2.24,12700000,NA
"664","Ecuador",2003,1.81,677.27,781.53,NA,1920,44.33,NA,2.24,12900000,0.28
"665","Ecuador",2004,NA,687.12,773.16,NA,2320,47.9,NA,2.17,1.3e+07,NA
"666","Ecuador",2005,NA,NA,NA,2.67,2620,46.56,74.67,2.41,13200000,0.29
"667","Indonesia",2000,1.34,400.36,707.37,2.42,590,9.21,65.84,1,2.06e+08,NA
"668","Indonesia",2001,1.38,422.12,744.53,NA,740,20.09,NA,1,2.09e+08,NA
"669","Indonesia",2002,1.54,428.42,758.98,2.37,810,21.24,66.5,1.06,2.12e+08,NA
"670","Indonesia",2003,1.37,440.11,766.83,2.37,920,37.64,NA,1.09,2.15e+08,0.09
"671","Indonesia",2004,NA,478.2,799.87,2.33,1110,51.59,NA,1.1,2.18e+08,NA
"672","Indonesia",2005,NA,NA,NA,2.27,1260,72.54,67.79,0.92,2.21e+08,0.13
"673","Luxembourg",2000,18.78,15424.66,8408.68,1.76,43490,228.31,77.87,0.63,438000,NA
"674","Luxembourg",2001,19.53,15278.73,8723.55,1.66,43090,364.05,77.88,0.79,439500,NA
"675","Luxembourg",2002,21.25,15594.14,9111.61,1.63,41710,372.04,78.12,0.8,443500,NA
"676","Luxembourg",2003,22.06,15935.21,9472.23,1.63,44230,377.82,77.93,0.8,449947,0.2
"677","Luxembourg",2004,NA,16461.62,10480.99,1.7,58050,597.42,NA,0.82,453296.8,NA
"678","Luxembourg",2005,NA,NA,NA,1.7,68810,689.72,79.18,0.93,456709.6,0.2
"679","Chile",2000,3.86,2487.96,1684.16,2.08,4840,164.63,76.91,3.7,15400000,NA
"680","Chile",2001,3.53,2615.17,1628.07,NA,4600,198.91,NA,3.71,15600000,NA
"681","Chile",2002,3.62,2712.09,1670.99,2,4320,226.61,77.73,3.81,15800000,NA
"682","Chile",2003,3.67,2879.5,1652.24,NA,4370,250.77,NA,3.41,1.6e+07,0.26
"683","Chile",2004,NA,3083.76,1732.34,NA,5020,266.69,NA,3.79,16100000,NA
"684","Chile",2005,NA,NA,NA,1.97,6040,171.83,78.15,3.67,16300000,0.28
"685","Lao PDR",2000,0.19,NA,NA,NA,290,1.15,NA,2.03,5223970,NA
"686","Lao PDR",2001,0.22,NA,NA,NA,310,1.88,NA,2.07,5315553,NA
"687","Lao PDR",2002,0.23,NA,NA,3.59,330,2.78,61.85,NA,5402422,NA
"688","Lao PDR",2003,0.23,NA,NA,NA,350,3.46,NA,NA,5487227,0.06
"689","Lao PDR",2004,NA,NA,NA,NA,420,3.75,NA,NA,5573531,NA
"690","Lao PDR",2005,NA,NA,NA,NA,450,4.41,NA,NA,5663910,0.12
"691","Bahrain",2000,27.74,8541.57,9278.16,2.58,10390,59.52,73.91,4.04,672008,NA
"692","Bahrain",2001,26.38,9056.69,9433.38,NA,10920,146.01,NA,4.23,684908,NA
"693","Bahrain",2002,30.59,9677.68,9864.48,2.47,11350,176.45,74.32,3.96,695931,NA
"694","Bahrain",2003,30.99,10575.72,10252.71,NA,12630,212.51,NA,4.82,705862,0.2
"695","Bahrain",2004,NA,10857.48,10469.11,NA,14370,213.35,NA,4.34,715820,NA
"696","Bahrain",2005,NA,NA,NA,2.34,NA,213.32,74.86,NA,726617,0.2
"697","Fiji",2000,1.06,NA,NA,3.03,2190,14.8,67.42,2.07,810736,NA
"698","Fiji",2001,1.36,NA,NA,NA,2070,18.32,NA,2.33,818656,NA
"699","Fiji",2002,1.35,NA,NA,2.92,2090,60.51,67.79,1.81,826303,NA
"700","Fiji",2003,1.34,NA,NA,NA,2290,65.97,NA,1.69,833683,0.08
"701","Fiji",2004,NA,NA,NA,NA,2820,72.55,NA,1.23,840814,NA
"702","Fiji",2005,NA,NA,NA,2.79,3170,76.68,68.33,NA,847706,0.11
"703","Sierra Leone",2000,0.12,NA,NA,6.5,140,1.11,40.21,4.13,4508987,NA
"704","Sierra Leone",2001,0.13,NA,NA,NA,160,1.49,NA,2.37,4682648,NA
"705","Sierra Leone",2002,0.13,NA,NA,6.5,190,1.64,40.6,1.7,4892425,NA
"706","Sierra Leone",2003,0.13,NA,NA,NA,200,1.76,NA,1.75,5119179,1.57
"707","Sierra Leone",2004,NA,NA,NA,NA,210,1.87,NA,1.22,5336449,NA
"708","Sierra Leone",2005,NA,NA,NA,6.48,220,NA,41.36,1.12,5525478,1.56
"709","Samoa",2000,0.78,NA,NA,4.25,1350,5.63,69.08,NA,177475,NA
"710","Samoa",2001,0.8,NA,NA,NA,1370,16.74,NA,NA,179206,NA
"711","Samoa",2002,0.79,NA,NA,4,1390,22.12,69.43,NA,180842,NA
"712","Samoa",2003,0.82,NA,NA,4,1500,27.42,NA,NA,182361,NA
"713","Samoa",2004,NA,NA,NA,3.98,1760,29.93,NA,NA,183746,NA
"714","Samoa",2005,NA,NA,NA,NA,2020,32.44,70.74,NA,184984,NA
"715","West Bank and Gaza",2000,NA,NA,NA,5.14,1580,11.8,72.12,NA,2966000,NA
"716","West Bank and Gaza",2001,NA,NA,NA,NA,1220,19.38,NA,NA,3096000,NA
"717","West Bank and Gaza",2002,NA,NA,NA,4.9,1020,32.5,72.74,NA,3231000,NA
"718","West Bank and Gaza",2003,NA,NA,NA,4.8,1060,43.07,NA,NA,3366702,NA
"719","West Bank and Gaza",2004,NA,NA,NA,4.7,1130,45.61,73.17,NA,3508104,NA
"720","West Bank and Gaza",2005,NA,NA,NA,4.6,1230,67.02,73.39,NA,3626000,NA
"721","Oman",2000,8.98,3089.27,3959.87,4.31,6610,36.86,73.56,10.58,2442000,NA
"722","Oman",2001,9.88,3312.24,4344.43,NA,7610,48.55,NA,12.16,2471440,NA
"723","Oman",2002,12.15,3427.02,4712.86,3.78,7930,72.22,74.12,12.27,2492542,NA
"724","Oman",2003,12.84,3505.23,4975.26,NA,8130,83.64,NA,12.16,2510822,0.2
"725","Oman",2004,NA,3836.07,4667.22,NA,9070,96.69,NA,12.25,2533843,NA
"726","Oman",2005,NA,NA,NA,3.44,NA,111.03,74.76,NA,2566981,0.2
"727","Turkey",2000,3.29,1550.28,1142.49,2.57,2980,37.08,70.39,5.02,67400000,NA
"728","Turkey",2001,2.91,1510.92,1036.19,2.52,2420,51.07,70.54,4.96,68500000,NA
"729","Turkey",2002,2.99,1560.06,1080.06,2.46,2510,61.76,70.74,4.36,69600000,NA
"730","Turkey",2003,3.11,1656,1114.28,2.2,2800,84.85,70.94,3.77,70700000,0.2
"731","Turkey",2004,NA,1781.79,1151.16,2.21,3780,143.64,71.14,3.11,71100000,NA
"732","Turkey",2005,NA,NA,NA,2.19,4750,222.02,71.29,3.23,72100000,0.2
"733","Niger",2000,0.1,NA,NA,8,160,0.34,43.6,1.12,11800000,NA
"734","Niger",2001,0.1,NA,NA,NA,160,0.98,NA,1.28,12200000,NA
"735","Niger",2002,0.1,NA,NA,7.91,160,1.19,44.23,0.95,12600000,NA
"736","Niger",2003,0.09,NA,NA,NA,180,1.46,NA,0.9,13100000,1.12
"737","Niger",2004,NA,NA,NA,NA,210,1.78,NA,1.11,13500000,NA
"738","Niger",2005,NA,NA,NA,7.67,240,2.08,44.93,NA,1.4e+07,1.1
"739","Netherlands Antilles",2000,18.7,5561.88,7907.32,2.16,NA,NA,75.71,NA,175660,NA
"740","Netherlands Antilles",2001,18.92,5308.04,8368.84,NA,NA,NA,NA,NA,175771,NA
"741","Netherlands Antilles",2002,19.15,5289.6,8375.2,2.12,NA,NA,75.93,NA,176951,NA
"742","Netherlands Antilles",2003,22.65,5250.74,9209.76,NA,NA,NA,NA,NA,178832,NA
"743","Netherlands Antilles",2004,NA,5208.16,9498.54,NA,NA,NA,NA,NA,180870,NA
"744","Netherlands Antilles",2005,NA,NA,NA,2.07,NA,NA,76.39,NA,182656,NA
"745","Czech Republic",2000,11.56,5693.69,3932.04,1.14,5790,97.34,74.97,1.82,10300000,NA
"746","Czech Republic",2001,11.61,5887.91,4050.47,1.14,5750,146.71,75.21,1.91,10200000,NA
"747","Czech Republic",2002,11.2,5891.87,4113.71,1.17,6010,254.89,75.32,1.92,10200000,NA
"748","Czech Republic",2003,11.4,6070.08,4334.54,1.18,7310,234.76,75.32,2.02,10200000,0.1
"749","Czech Republic",2004,NA,6224.4,4460.4,1.23,9210,252.38,75.72,1.82,10200000,NA
"750","Czech Republic",2005,NA,NA,NA,1.28,11200,269.49,75.91,1.78,10200000,0.1
"751","Guam",2000,26.19,NA,NA,3.05,NA,160.89,74.26,NA,155383,NA
"752","Guam",2001,25.88,NA,NA,NA,NA,253.25,NA,NA,157948,NA
"753","Guam",2002,25.42,NA,NA,2.95,NA,310.97,74.65,NA,160786,NA
"754","Guam",2003,24.91,NA,NA,NA,NA,335.81,NA,NA,163783,NA
"755","Guam",2004,NA,NA,NA,NA,NA,359.77,NA,NA,166773,NA
"756","Guam",2005,NA,NA,NA,2.78,NA,383.18,75.18,NA,169635,NA
"757","Chad",2000,0.02,NA,NA,6.47,180,0.37,44.03,1.54,8215517,NA
"758","Chad",2001,0.01,NA,NA,NA,190,0.47,NA,1.45,8505192,NA
"759","Chad",2002,0.01,NA,NA,6.36,200,1.7,43.61,1.39,8814445,NA
"760","Chad",2003,0.01,NA,NA,6.3,220,3.28,NA,1.43,9133294,3.44
"761","Chad",2004,NA,NA,NA,6.39,340,3.7,NA,1.02,9447944,NA
"762","Chad",2005,NA,NA,NA,6.3,430,4.1,44.02,0.84,9748931,3.52
"763","Mozambique",2000,0.07,59.74,402.17,5.67,210,1.12,42.64,1.44,17900000,NA
"764","Mozambique",2001,0.07,268.91,420.36,NA,210,1.64,NA,1.37,18300000,NA
"765","Mozambique",2002,0.08,342.41,431.72,5.51,210,2.68,41.87,1.31,18700000,NA
"766","Mozambique",2003,0.08,365.42,435.8,NA,230,4.36,NA,1.25,19100000,16.02
"767","Mozambique",2004,NA,366.92,441.26,NA,270,7.1,NA,1.33,19400000,NA
"768","Mozambique",2005,NA,NA,NA,5.3,310,NA,41.81,1.32,19800000,16.11
"769","Benin",2000,0.22,55.44,279.42,6.02,340,2.08,53.68,NA,7196955,NA
"770","Benin",2001,0.23,58.58,283.21,NA,330,3.37,NA,NA,7425465,NA
"771","Benin",2002,0.26,64.95,296.86,5.87,330,6.52,53.73,NA,7666962,NA
"772","Benin",2003,0.26,61.37,301.43,NA,380,8.84,NA,NA,7918892,2.04
"773","Benin",2004,NA,66.65,302.67,NA,450,12.23,NA,NA,8177208,NA
"774","Benin",2005,NA,NA,NA,5.6,510,50.36,54.99,NA,8438853,1.79
"775","Romania",2000,3.84,1987.66,1616.45,1.31,1690,35.65,71.07,2.53,22400000,NA
"776","Romania",2001,4.14,2066.78,1682.95,1.27,1750,45.18,71.16,2.45,22100000,NA
"777","Romania",2002,4.02,2072.87,1722.92,1.26,1930,100.9,71.11,2.3,21800000,NA
"778","Romania",2003,4.19,2220.68,1794.17,1.27,2290,183.98,71.46,2.1,21700000,NA
"779","Romania",2004,NA,2270.89,1778.43,1.29,2950,207.52,71.31,2.03,21700000,NA
"780","Romania",2005,NA,NA,NA,1.32,3830,NA,71.71,2.11,21600000,0.1
"781","Algeria",2000,5.43,696.28,960.24,2.67,1610,4.92,70.22,3.43,30500000,NA
"782","Algeria",2001,5.22,721.42,951.41,NA,1690,6.47,NA,3.51,30900000,NA
"783","Algeria",2002,5.28,741.81,987.58,2.53,1750,15.93,70.94,3.67,31400000,NA
"784","Algeria",2003,5.14,796.25,1037.73,NA,1950,21.97,NA,3.24,31900000,0.05
"785","Algeria",2004,NA,812.42,1016.61,NA,2290,46.36,NA,3.3,32400000,NA
"786","Algeria",2005,NA,NA,NA,2.44,2720,58.44,71.73,2.82,32900000,0.09
"787","Madagascar",2000,0.14,NA,NA,5.61,240,1.85,54.79,1.22,16200000,NA
"788","Madagascar",2001,0.14,NA,NA,NA,250,2.1,NA,1.44,16700000,NA
"789","Madagascar",2002,0.13,NA,NA,5.4,220,3.21,55.31,NA,17100000,NA
"790","Madagascar",2003,0.13,NA,NA,5.2,280,4,NA,NA,17600000,0.45
"791","Madagascar",2004,NA,NA,NA,5.12,290,4.97,NA,NA,18100000,NA
"792","Madagascar",2005,NA,NA,NA,5.04,290,5.37,55.82,NA,18600000,0.51
"793","United States",2000,20.52,13667.43,8164.4,2.06,34400,439.37,77.03,3.09,2.82e+08,NA
"794","United States",2001,20.14,13029.89,7915.89,2.03,34800,500.57,77.03,3.1,2.85e+08,NA
"795","United States",2002,20.09,13125.88,7936,2.01,35200,551.38,77.24,3.42,2.88e+08,NA
"796","United States",2003,19.9,13255.28,7843.2,NA,37600,555.8,77.14,3.8,2.91e+08,0.6
"797","United States",2004,NA,13351.07,7920.46,2.05,41100,629.99,77.43,3.98,2.94e+08,NA
"798","United States",2005,NA,NA,NA,2.05,43600,NA,77.71,4.08,2.96e+08,0.6
"799","Belize",2000,2.76,NA,NA,3.4,3090,60.05,72.21,NA,249800,NA
"800","Belize",2001,2.76,NA,NA,NA,3070,69.96,NA,NA,257300,NA
"801","Belize",2002,2.8,NA,NA,3.2,3160,94.27,71.94,NA,265200,NA
"802","Belize",2003,2.85,NA,NA,NA,3410,109.61,NA,NA,273700,2.09
"803","Belize",2004,NA,NA,NA,NA,3520,123.85,NA,NA,282600,NA
"804","Belize",2005,NA,NA,NA,2.97,3570,130.23,71.81,NA,291800,2.49
"805","Comoros",2000,0.16,NA,NA,4.27,400,2.78,60.73,NA,540327.4,NA
"806","Comoros",2001,0.15,NA,NA,NA,400,4.53,NA,NA,551857.1,NA
"807","Comoros",2002,0.14,NA,NA,4.05,400,5.68,61.37,NA,563632.9,NA
"808","Comoros",2003,0.15,NA,NA,4.05,470,8.69,NA,NA,575660,0.1
"809","Comoros",2004,NA,NA,NA,4.11,550,13.61,62.87,NA,587943.7,NA
"810","Comoros",2005,NA,NA,NA,3.76,650,33.31,62.64,NA,600489.6,0.1
"811","Saudi Arabia",2000,13.15,5665.83,5482.15,4.4,8140,22.26,71.38,10.59,20700000,NA
"812","Saudi Arabia",2001,13.36,5969.79,5662.68,NA,8480,48.11,NA,11.49,21100000,NA
"813","Saudi Arabia",2002,13.34,6109.9,5824.38,4.09,8560,65.72,71.8,9.81,21600000,NA
"814","Saudi Arabia",2003,13.71,6619.94,5904.02,4.09,9400,68.01,NA,8.74,22100000,0.2
"815","Saudi Arabia",2004,NA,6570.63,6232.45,3.96,10800,70.4,NA,8.35,22500000,NA
"816","Saudi Arabia",2005,NA,NA,NA,3.83,12500,NA,72.56,8.2,23100000,0.2
"817","Macedonia, FYR",2000,5.67,2932.05,1348.58,1.76,1850,24.88,72.89,1.95,2009514,NA
"818","Macedonia, FYR",2001,5.64,2837.64,1293.58,NA,1710,34.72,NA,6.58,2016113,NA
"819","Macedonia, FYR",2002,5.13,2792.2,1283.57,1.75,1730,49.46,73.21,2.8,2021706,NA
"820","Macedonia, FYR",2003,5.19,3150.37,1313.64,1.75,1990,62.18,73.33,2.5,2026430,0.1
"821","Macedonia, FYR",2004,NA,3183.47,1327.76,1.67,2440,78.31,73.57,2.52,2030491,NA
"822","Macedonia, FYR",2005,NA,NA,NA,1.6,2830,78.61,73.84,2.2,2034060,0.1
"823","East Asia & Pacific",2000,2,885.36,846.76,2.08,907,18.82,69.11,1.68,1.8e+09,NA
"824","East Asia & Pacific",2001,2.13,948.86,847.74,NA,977,27.98,NA,1.82,1.82e+09,NA
"825","East Asia & Pacific",2002,2.41,1037.75,899.66,2.06,1060,44.92,69.55,1.92,1.84e+09,NA
"826","East Asia & Pacific",2003,2.75,1184.76,993.3,NA,1200,59.97,NA,1.92,1.85e+09,0.19
"827","East Asia & Pacific",2004,NA,1343.47,1123.93,NA,1410,72.26,NA,1.85,1.87e+09,NA
"828","East Asia & Pacific",2005,NA,NA,NA,1.98,1630,88.65,70.68,1.78,1.89e+09,0.2
"829","Paraguay",2000,0.69,880.24,722.75,3.99,1350,7.48,70.35,1.15,5346267,NA
"830","Paraguay",2001,0.7,865.95,719.52,NA,1270,11,NA,1.07,5456418,NA
"831","Paraguay",2002,0.72,875.54,701.47,3.87,1080,17.96,70.8,1.03,5566852,NA
"832","Paraguay",2003,0.73,829.25,702.6,NA,950,21.14,NA,0.97,5677448,0.35
"833","Paraguay",2004,NA,816.16,694.36,NA,1000,34.55,NA,0.75,5788088,NA
"834","Paraguay",2005,NA,NA,NA,3.67,1130,33.91,71.45,0.75,5898651,0.38
"835","Ireland",2000,10.91,5795.71,3753.88,1.89,23120,178.43,76.44,0.7,3805400,NA
"836","Ireland",2001,11.25,5896.62,3931.25,1.94,23030,231.48,77.14,0.71,3866450,NA
"837","Ireland",2002,10.81,6035.91,3909.41,1.97,23600,280.28,77.69,0.64,3931800,NA
"838","Ireland",2003,10.35,6093.8,3772.05,1.98,28430,315.34,78.19,0.63,3995700,0.23
"839","Ireland",2004,NA,6169.18,3737.54,1.99,35010,294.46,NA,0.62,4068450,NA
"840","Ireland",2005,NA,NA,NA,1.88,41140,275.71,79.39,0.57,4159100,0.23
"841","Russian Federation",2000,9.87,5208.85,4196.41,1.21,1710,19.82,65.34,3.71,1.46e+08,NA
"842","Russian Federation",2001,9.86,5275.34,4256.99,NA,1780,29.46,65.49,4.09,1.46e+08,NA
"843","Russian Federation",2002,9.84,5304.66,4251.95,1.28,2100,41.29,65.09,4.34,1.45e+08,NA
"844","Russian Federation",2003,10.33,5479.99,4423.81,1.28,2590,82.99,65.01,4.29,1.45e+08,0.88
"845","Russian Federation",2004,NA,5642.37,4459.74,1.34,3420,128.61,65.42,3.85,1.44e+08,NA
"846","Russian Federation",2005,NA,NA,NA,1.29,4470,152.33,65.47,3.74,1.43e+08,1.09
"847","Colombia",2000,1.39,803.67,679.08,2.69,2080,21.06,71.57,3.39,41700000,NA
"848","Colombia",2001,1.32,793.71,667.3,NA,1950,27.25,NA,3.83,42400000,NA
"849","Colombia",2002,1.24,834.37,632.69,2.62,1860,46.49,72.17,3.64,4.3e+07,NA
"850","Colombia",2003,1.27,844.84,644.91,2.4,1860,70.62,NA,3.86,43700000,0.54
"851","Colombia",2004,NA,877.78,624.63,2.4,2050,87.23,NA,3.8,44300000,NA
"852","Colombia",2005,NA,NA,NA,2.4,2340,105.43,72.81,3.71,44900000,0.61
"853","Switzerland",2000,5.46,7841.77,3641.17,1.5,40110,291.75,79.68,1.08,7184222,NA
"854","Switzerland",2001,5.96,8028.98,3828.04,1.41,37530,387.29,80.09,1.06,7229808,NA
"855","Switzerland",2002,5.59,7994.57,3675.38,1.4,36280,411.82,80.3,1.04,7284695,NA
